College Code,College Name,Department Code,Department Name,Course Number,Course Name (AR),Course Name (EN)
13,Social Sciences,1370,Sociology-Undergraduate / Sociology & Social Work-Graduate,1370338,علم الاجتماع السياسي,POLITICAL SOCIOLOGY
13,Social Sciences,1370,Sociology-Undergraduate / Sociology & Social Work-Graduate,1370339,التواصل الاجتماعي,SOCIAL COMMUNICATION
13,Social Sciences,1370,Sociology-Undergraduate / Sociology & Social Work-Graduate,1370341,القبيلة والمجتمع,TRIBE & SOCIETY
13,Social Sciences,1370,Sociology-Undergraduate / Sociology & Social Work-Graduate,1370342,انثروبولوجيا سياسية,POLITICAL ANTHROPOLOGY.
13,Social Sciences,1370,Sociology-Undergraduate / Sociology & Social Work-Graduate,1370357,خدمة اجتماعية مع شباب,SOCIAL WORK WITH YOUTH.
13,Social Sciences,1370,Sociology-Undergraduate / Sociology & Social Work-Graduate,1370358,خدمةاجتماعية مع اسرة,SOCIAL WORK WITH FAMILY.
13,Social Sciences,1370,Sociology-Undergraduate / Sociology & Social Work-Graduate,1370359,خدمة اجتماعية مدرسية,SOCIAL WORK IN SCHOOLS.
13,Social Sciences,1370,Sociology-Undergraduate / Sociology & Social Work-Graduate,1370360,خدمه اجتماعيه طبيه,MEDICAL SOCIAL WORK.
13,Social Sciences,1370,Sociology-Undergraduate / Sociology & Social Work-Graduate,1370363,العمل مع الجماعات(1),WORK WITH GROUPS (1)
13,Social Sciences,1370,Sociology-Undergraduate / Sociology & Social Work-Graduate,1370368,تدريب ميدانى 2,PRACTICUM II
13,Social Sciences,1370,Sociology-Undergraduate / Sociology & Social Work-Graduate,1370371,نظرية انثربولوجيه,ANTHROPOLOGICAL THEORY.
13,Social Sciences,1370,Sociology-Undergraduate / Sociology & Social Work-Graduate,1370381,الدين ومعتقداته,RELIGION  AND BELIEFS
13,Social Sciences,1370,Sociology-Undergraduate / Sociology & Social Work-Graduate,1370385,القرابه والزواج,KINSHIP &  MARRIAGE
13,Social Sciences,1370,Sociology-Undergraduate / Sociology & Social Work-Graduate,1370401,مجتمع الخليج العربى,ARABIAN GULF SOCIETIES
13,Social Sciences,1370,Sociology-Undergraduate / Sociology & Social Work-Graduate,1370402,قاعة بحث علم الاجتماع,SEMINAR IN SOCIOLOGY
13,Social Sciences,1370,Sociology-Undergraduate / Sociology & Social Work-Graduate,1370403,العمل الإجتماعي في مجال المرأة,SOCIAL WORK IN THE FIELD OF WOMEN
13,Social Sciences,1370,Sociology-Undergraduate / Sociology & Social Work-Graduate,1370404,علم السكان,POPULATION STUDIES
13,Social Sciences,1370,Sociology-Undergraduate / Sociology & Social Work-Graduate,1370405,العمل الاجتماعي مع المنحرفين,SOCIAL WORK WITH DEVIANTS
13,Social Sciences,1370,Sociology-Undergraduate / Sociology & Social Work-Graduate,1370406,العمل الاجتماعي مع الأشخاص ذوي الإعاقة,SOCIAL WORK WITH PEAOPLE WITH DISABILITIES
13,Social Sciences,1370,Sociology-Undergraduate / Sociology & Social Work-Graduate,1370409,قضايا اجتماعية دولية معاصره,CONTEMPORARY INTERNATIONAL SOCIAL ISSUES
13,Social Sciences,1370,Sociology-Undergraduate / Sociology & Social Work-Graduate,1370410,الضبط الاجتماعى,SOCIAL CONTROL
13,Social Sciences,1370,Sociology-Undergraduate / Sociology & Social Work-Graduate,1370411,علم العقاب,PENOLOGY
13,Social Sciences,1370,Sociology-Undergraduate / Sociology & Social Work-Graduate,1370413,التعددية الثقافية في العمل الاجتماعي,CULTURAL PLURALISM IN SOCIAL WORK
13,Social Sciences,1370,Sociology-Undergraduate / Sociology & Social Work-Graduate,1370419,الديموغرافيا الاجتماعيه,SOCIAL  DEMOGRAPHY
13,Social Sciences,1370,Sociology-Undergraduate / Sociology & Social Work-Graduate,1370420,علم اجتماع التنميه,SOCIOLOGY OF DEVELOPMENT
13,Social Sciences,1370,Sociology-Undergraduate / Sociology & Social Work-Graduate,1370421,علم الاجتماع الصناعى,INDUSTRIAL SOCIOLOGY
13,Social Sciences,1370,Sociology-Undergraduate / Sociology & Social Work-Graduate,1370424,علم اجتماع العمل,SOCIOLOGY OF WORK
13,Social Sciences,1370,Sociology-Undergraduate / Sociology & Social Work-Graduate,1370425,موضوع خاص فى العمل الاجتماعى,SPECIAL TOPICS IN SOCIAL WORK
13,Social Sciences,1370,Sociology-Undergraduate / Sociology & Social Work-Graduate,1370430,التدرج الاجتماعى,SOCIAL STRATIFICATION
13,Social Sciences,1370,Sociology-Undergraduate / Sociology & Social Work-Graduate,1370431,الاقليات والجماعات الاثنية,MINORITIES &ETHIC GROUPS
13,Social Sciences,1370,Sociology-Undergraduate / Sociology & Social Work-Graduate,1370432,المجتمع والعلم والتكنولوجيه,"SOCIETY,SCIENCE&TECH."
13,Social Sciences,1370,Sociology-Undergraduate / Sociology & Social Work-Graduate,1370439,الثقافه والشخصيه,CULTURE & PERSONALITY
13,Social Sciences,1370,Sociology-Undergraduate / Sociology & Social Work-Graduate,1370440,انثروبيولوجيا حضريه,MODERN ANTHROPOLOGY
13,Social Sciences,1370,Sociology-Undergraduate / Sociology & Social Work-Graduate,1370443,موضوع خاص فى الانثروفيزيقيه,PHYSICAL ANTHROPOLOGY.
13,Social Sciences,1370,Sociology-Undergraduate / Sociology & Social Work-Graduate,1370445,تنظيم المجتمع,COMMUNITY ORGANIZATION. 
13,Social Sciences,1370,Sociology-Undergraduate / Sociology & Social Work-Graduate,1370447,خدمه اجتماعية مع المعوقين,SOC.WORK WITH HANDICAPPED.
13,Social Sciences,1370,Sociology-Undergraduate / Sociology & Social Work-Graduate,1370448,خدمه مع المسنين,SOCIAL WORK WITH OLD AGE
13,Social Sciences,1370,Sociology-Undergraduate / Sociology & Social Work-Graduate,1370449,خدمةاجتماعية مع المنحرفين,SOCIAL WORK WITH DELINQ.
13,Social Sciences,1370,Sociology-Undergraduate / Sociology & Social Work-Graduate,1370450,خدمة اجتماعية نفسية,PSYCHIATRIC SOC.WORK.
13,Social Sciences,1370,Sociology-Undergraduate / Sociology & Social Work-Graduate,1370455,ادارة الرعاية الاجتماعيه,SOCIAL WELFARE ADMINISTRATION
13,Social Sciences,1370,Sociology-Undergraduate / Sociology & Social Work-Graduate,1370471, الثقافه والصحه والمرض,"CULTURE, HEALTH & SICKNESS"
13,Social Sciences,1370,Sociology-Undergraduate / Sociology & Social Work-Graduate,1370476,قاعه بحث فى العمل الاجتماعى,RES. SEMINAR IN SOCIAL WORK
13,Social Sciences,1370,Sociology-Undergraduate / Sociology & Social Work-Graduate,1370488,تنميه المجتمعات المحلية,COMMUNITY DEVELOPMENT
13,Social Sciences,1370,Sociology-Undergraduate / Sociology & Social Work-Graduate,1370490,تدريب ميدانى (3),FIELD WORK III
13,Social Sciences,1370,Sociology-Undergraduate / Sociology & Social Work-Graduate,1370491,موضوع خاص فى الانثروبولوجيا,SPECIALTOPIC IN ANTHROPOLOGY
13,Social Sciences,1380,Information Studies-Undergraduate,1380106,معلومات ومهارات حاسوب,INFORMATION &COMP. SKILLS
13,Social Sciences,1380,Information Studies-Undergraduate,1380106L,مختبر معلومات ومهارات الحاسوب,INFORMATION &COMP. SKILLS LAB
13,Social Sciences,1380,Information Studies-Undergraduate,1380131,المهارات المعلوماتيه والبحث العلمى,INTROD.TO INFO. SCIENCE
13,Social Sciences,1380,Information Studies-Undergraduate,1380131L,مختبرالمهارات المعلوماتيه والبحث العلمى,INTROD.TO INFOR.SCIENCE (LAB)
13,Social Sciences,1380,Information Studies-Undergraduate,1380141,المعلومات والمجتمع,INFORMATION AND SOCIETY
13,Social Sciences,1380,Information Studies-Undergraduate,1380151, تنظيم المعلومات,ESSENTIALS OF INFORMATION ORG.
13,Social Sciences,1380,Information Studies-Undergraduate,1380211,ادارة مؤسسات المعلومات,
13,Social Sciences,1380,Information Studies-Undergraduate,1380231,اسس تقنية المعلومات,ESSENTIALS OF INFO.TECHNOLOGY
13,Social Sciences,1380,Information Studies-Undergraduate,1380251,السلوك المعلوماتى,"INFO.SEEKING,PROC.&PRESENTAION"
13,Social Sciences,1380,Information Studies-Undergraduate,1380252,مبادئ إدارة المعرفة,
13,Social Sciences,1380,Information Studies-Undergraduate,1380253,الحكومة الالكترونية,
13,Social Sciences,1380,Information Studies-Undergraduate,1380321,الارشفه الرقميه,DIGITAL ARCHIVING
13,Social Sciences,1380,Information Studies-Undergraduate,1380322,تسويق المعلومات,INFORMATION MARKETING
13,Social Sciences,1380,Information Studies-Undergraduate,1380331,تصميم قواعد البيانات واسترجاع المعلومات,DATABASE DESIGN & RETRIEVAL
13,Social Sciences,1380,Information Studies-Undergraduate,1380332,تطبيقات الأنترنت وخدماتها,INTERNET APPLICATION&SERVICES
13,Social Sciences,1380,Information Studies-Undergraduate,1380333,النشر الالكترونى,ELECTRONIC PUBLISHING
13,Social Sciences,1380,Information Studies-Undergraduate,1380334,تصميم المواقع الالكترونيه,WEB-SITE DEVELOPMENT
13,Social Sciences,1380,Information Studies-Undergraduate,1380335,بحث و استرجاع المعلومات,SEARCHING&RETRIEVAL OF INFO. SOURCES
13,Social Sciences,1380,Information Studies-Undergraduate,1380351,الاعلام الاجتماعي و منظمات المعلومات,SOCIAL MEDIA AND INFORMATION
13,Social Sciences,1380,Information Studies-Undergraduate,1380352,اخلاقيات المعلومات,INFORMATION ETHICS
13,Social Sciences,1380,Information Studies-Undergraduate,1380365,البيانات الضخمة و ادارتها,
13,Social Sciences,1380,Information Studies-Undergraduate,1380421,سياسات واخلاقيات المعلومات,INFORMATION POLICIES & ETHICS
13,Social Sciences,1380,Information Studies-Undergraduate,1380431,المكتبات الرقميه,INTROD.TO DIGITAL LIBRARY
13,Social Sciences,1380,Information Studies-Undergraduate,1380432,نظم الوسائط المتعددة,MULTIMEDIA SYSTEMS
13,Social Sciences,1380,Information Studies-Undergraduate,1380455,مصادر المعلومات وخدماتها فى العلوم الاجتماعيه,INFO.SOURCES&SERVICES IN SOCIAL SC.
14,Medical Sciences Center,1400,Medical Sciences Center-Undergraduate / NUCLEAR MEDICINE-Undergraduate,1400090,مهارات العمل الجماعي في نظام الرعاية الصحية,WORKING AS A TEAM IN THE HEALTHCARE SYSTEM
14,Medical Sciences Center,1400,Medical Sciences Center-Undergraduate / NUCLEAR MEDICINE-Undergraduate,1400141,الفيزياء الحيويه,BIOPHYSICS
14,Medical Sciences Center,1410,COMMUNITY MEDICINE-Undergraduate,1410101,الحاسوب فى الطب,INTRODUCTION TO COMPUTER IN MEDICINE
14,Medical Sciences Center,1410,COMMUNITY MEDICINE-Undergraduate,1410144,الاحصاء الحيوي,BIOSTATISTICS AND BASIC EPIDEMIOLOGY
14,Medical Sciences Center,1420,MICROBIALOGY-Undergraduate,1420143,الاحياء للعلوم الصحيه,BIOLOGY FOR HEALTH SCIENCES
14,Medical Sciences Center,1440,BIOCHEMISTRY-Undergraduate,1440140,الكيمياء للعلوم الصحيه,CHEMISTRY FOR HEALTH SCIENCES
14,Medical Sciences Center,1488,English Unit - Medical Sciences Center-Undergraduate,1488181,اللغة الانجليزية,ENGLISH LANGUAGE
14,Medical Sciences Center,1488,English Unit - Medical Sciences Center-Undergraduate,1488182,لغه انجليزيه,ENGLISH LANGUAGE
14,Medical Sciences Center,1488,English Unit - Medical Sciences Center-Undergraduate,1488183,لغة انجليزيه,ENGLISH LANGUAGE
16,Architecture,1600,College of Architecture-Undergraduate,1600090,ملف الانجازات,PORTFOLIO REVIEW
16,Architecture,1600,College of Architecture-Undergraduate,1600100,مقدمه في مختبر علوم التصميم,INTRODUCTION TO DESIGN STUDIO
16,Architecture,1600,College of Architecture-Undergraduate,1600101,مقدمه في نظريات التصميم و النقد,INTROD. TO DESIGN THEORY & CRITICISM
16,Architecture,1600,College of Architecture-Undergraduate,1600102,مختبر الوسائل التوضيحيه 1,REPRESANTAION STUDIO 1
16,Architecture,1600,College of Architecture-Undergraduate,1600104,الطباعه 1,PRINT I
16,Architecture,1600,College of Architecture-Undergraduate,1600105,اللون وفلسفته فى التصميم 1,COLOR & DESIGN I
16,Architecture,1600,College of Architecture-Undergraduate,1600106,مختبرالتطبيقات 1,STUDIO APPLICATIONS I
16,Architecture,1600,College of Architecture-Undergraduate,1600108,التصوير الضوئى 1,PHOTOGRAPHY I
16,Architecture,1600,College of Architecture-Undergraduate,1600110,مقدمه فى التصميم الداخلى,INTRODUCTION TO INTERIOR DESIGN
16,Architecture,1600,College of Architecture-Undergraduate,1600120,دراسات في تاريخ التصميم,DESIGN HISTORY SURVEY 1
16,Architecture,1600,College of Architecture-Undergraduate,1600150,مقدمه فى تقنيه الاستدامه,INTRODUCTION TO GREEN TECHNOLOGY
16,Architecture,1600,College of Architecture-Undergraduate,1600160,مقدمة فى الاستدامه والتصميم,INTRODUCTION TO SUSTAINABLE DESIGN
16,Architecture,1600,College of Architecture-Undergraduate,1600202,مختبر الوسائل التوضيحيه 2,REPRESENTATION STUDIO 2
16,Architecture,1600,College of Architecture-Undergraduate,1600204,الطباعه 2,PTINT II
16,Architecture,1600,College of Architecture-Undergraduate,1600205,اللون وفلسفته فى التصميم 2,COLOR & DESIGN II
16,Architecture,1600,College of Architecture-Undergraduate,1600206,مختبر التطبيقات 2,STUDIO APPLICATIONS II
16,Architecture,1600,College of Architecture-Undergraduate,1600208,التصوير الضوئى 2,PHOTOGRAPHY II
16,Architecture,1600,College of Architecture-Undergraduate,1600209,الخزف 1,CERAMICS I
16,Architecture,1600,College of Architecture-Undergraduate,1600220,دراسات فى تاريخ التصميم 2,DESIGN HISTORY SURVEY II
16,Architecture,1600,College of Architecture-Undergraduate,1600241,مقدمه فى التصميم الصناعى,INTRODUCTION TO PRODUCTION DESIGN
16,Architecture,1600,College of Architecture-Undergraduate,1600309,الخزف 2,CERAMICS II
16,Architecture,1600,College of Architecture-Undergraduate,1600320,دراسات فى تاريخ التصميم 3,DESIGN HISTORY SURVEY III
16,Architecture,1600,College of Architecture-Undergraduate,1600322,تاريخ التصميم الاسلامى,ISLAMIC DESIGN & HISTORY
16,Architecture,1600,College of Architecture-Undergraduate,1600323,النقد 1,DESIGN CRITICISM I
16,Architecture,1600,College of Architecture-Undergraduate,1600423,النقد 2,DESIGN CRITICISM II
16,Architecture,1600,College of Architecture-Undergraduate,1600492,موضوعات مختاره فى التصميم,SPECIAL TOPICS
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610105,مبادىءالتصميم المعمارى,DESIGN  BASICS IN ARCH.
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610111, الأخراج المعمارى ( 1),ARCHITECTURE COMMUN  I
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610112, الاخراج المعمارى ( 2 ),ARCHITECTURE COMMUNICATION(2)
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610121,تاريخ العماره(1),HIST. OF ARCHITECTURE  I
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610131,مقدمة فى العمارة,INTROD.TO ARCHITECTURE
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610181,تقدير الفن,ART APPRECIATION
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610182, فن وفنانون - مقدمة لنظريات وممارسة الفنون المرئيه,ART & ARTISTS
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610205,التصميم المعمارى   ( 1),ARCHITECTURAL DESIGN  I
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610206,تصميم معمارى(2),ARCHITECTURAL DESIGN  II
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610211, تطبيقات الحاسوب فى العماره,COMP. APPL.IN ARCHITECTURE
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610220,نظريات وفلسفه العمارة -1,THEORY& PHILOSOPHY OF ARCHITECTURE 1
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610221,تاريخ العمارة(2),HIST. OF ARCHITECTURE  II
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610222,عمارة تراثيه,INDIGENOUS ARCHITECTURE
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610224,النقد المعمارى,ARCHITECTURAL CRITICISM
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610225,مقدمه في حفظ المباني التاريخيه,ITRO TO HISTORIC BUILDING CONSERVATION
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610232,معماريون والعماره,ARCHITECTS&ARCHITECTURE
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610241,تحليل أنشائى1,STRUCTURAL ANALYSIS  I
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610242,مواد وطرق البناء(1),MAT.&METH. BUILD..CONST. I
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610281,رسم زيتى ومائى,PAINTING
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610282,تصوير فوتوغرافى1,PHOTOGRAPHY  I
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610283,تصوير فوتوغرافى(2),PHOTOGRAPHY  II
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610284,خزف(1),CERAMICS  I
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610285,خزف(2),CERAMICS  II
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610286,مبادىء فى  تصميم الجرافيك,INTROD.TO GRAPHIC DESIGN
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610287,الجيومتريه و العماره,GEOMETRY & ARCHITECTURE
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610288,النمذجه الباراميتريه في التصميم و العماره,PARAMETRIC MODELING IN DESIGN & ARCHITECTURE
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610305,التصميم المعمارى  ( 3 ),ARCHITECTURAL  DESIGN III
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610306,التصميم المعمارى  ( 4),ARCHITECTURAL DESIGN  IV
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610321,تاريخ  العماره ( 3 ),HISTORY OF ARCHITECTURE III
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610322,تاريخ الفن الغربى,HIST. OF THE WESTERN ART
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610331,مقدمة فى التصميم الداخلى,INTROD. TO INTERIOR DESIGN
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610332,مقدمة فى تنسيق المواقع,INTROD. TO LANDSCAPE ARCH.
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610333, مقدمة فى التصميم الحضرى,INTRO.TO URBAN DESIGN
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610334,مقدمه فى تصميم المنتجات,INTROD.TO PRODUCT DESIGN
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610334L,مختبر مقدمه فى تصميم المنتجات,INTROD.TO PRODUCT DESIGN LAB
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610340,البيئة الصوتية والمضيئة,DESIGN OF THE LUMINOUS&SONIS ENVIR.
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610341,تحليل انشائى2,STRUCTURAL ANALYSIS  II
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610342,مواد وطرق البناء2,MAT.&METH. BUILD.CONST. II
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610345,طاقة شمسية فى المبانى,SOLAR ENERGY IN BUILDINGS
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610358,ممارسة مهنى معمارية,ARCH. PROF. TRAINING
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610361,نظريات وفلسفه العماره 2,THEORY& PHILOSOPHY OF ARCHITECTURE II
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610365,النمذجه التفصيليه للعماره,BUILDING INFORMATION MODELING ( BIM )
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610366,البيئه العمرانيه و الاستدامه,SUSTAINABILITY & BUILT ENVIRONMENT
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610405,التصميم المعمارى ( 5 ),ARCHITECTURAL DESIGN  V
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610406, تصميم معمارى ( 6 )  باستخدام الحاسوب,ARCHITECTURAL DESIGN  VI
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610421,العمارة فى الشرق الاوسط,ARCHITECTURE IN MIDDLE EAST
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610433,التخطيط الحضرى وتخطيط المدن,URBAN AND CITY PLANNING
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610440,استخدامات الزجاج في العماره,GLASS APPLICATIONS IN ARCHITECTURE
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610441,تصميم البيئة المضيئة,LUMINOUS ENV. DESIGN
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610442,تصميم البيئة الصوتية,SONIC ENVIRONMENT DESIGN
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610443,انظمة بناء - 1,BUILDING SYSTEMS 1
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610444,أنظمة بيئية متقدمة,ADVANCED ENVIRON.SYSTEM
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610451,ممارسة مهنية(1),PROFESSIONAL PRACTICE I
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610452,ممارسة مهنية(2),PROFESSIONAL PRACTICE II
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610454,اداره وتخطيط المنشأت,FACILITIES MANAG.&PLANNING
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610455,الرسومات المعمارية التنفيذية,ARCHITECLTURAL WORKING DRAWINGS
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610456,التطوير العقارى المعمارى,REAL ESTATE ARCHITECTURAL
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610461,انظمه بناء - 2,BUILDING SYESTM II
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610480,موضوعات مختاره فى العماره,SELECTED TOP. IN ARCHITECTURE
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610485,بحث معمارى,ARCHITECTURAL RESEARCH
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610491,مشروع التخرج المعمارى(1),ARCH. GRAD.PROJECT  I
16,Architecture,1610,Architecture (Undergraduate or Graduate),1610492,مشروع التخرج المعمارى 2,ARCH. GRAD.PROJECT  II
16,Architecture,1620,Visual Comm. and Interiors-Undergraduate,1620109,التصميم المرئى,VISUAL COMMUNICATION DESIGN
16,Architecture,1620,Visual Comm. and Interiors-Undergraduate,1620116,التصميم و الاعلان,DESIGN AND ADVERTISING
16,Architecture,1620,Visual Comm. and Interiors-Undergraduate,1620121,مبادئ في نظريات التصميم,FOUNDATION IN DESIGN THEORY
16,Architecture,1620,Visual Comm. and Interiors-Undergraduate,1620130,التصميم و الكتابه 1,TYPOGRAPHY
16,Architecture,1620,Visual Comm. and Interiors-Undergraduate,1620206,الخط العربي في التصميم,ARABIC CALLIGRAGHY
16,Architecture,1620,Visual Comm. and Interiors-Undergraduate,1620210,طرق و مناهج التصميم,DESIGN METHODS
16,Architecture,1620,Visual Comm. and Interiors-Undergraduate,1620212,الرسومات التوضيحيه و التصميم,ILLUSTRATION DESIGN 1
16,Architecture,1620,Visual Comm. and Interiors-Undergraduate,1620230,التصميم و الكتابه 2,TYPOGRAPHY II
16,Architecture,1620,Visual Comm. and Interiors-Undergraduate,1620240,مختبر التصميم 1,DESIGN STUDIO I
16,Architecture,1620,Visual Comm. and Interiors-Undergraduate,1620250, التصميم الرقمى 1,DIGITAL DESIGN I
16,Architecture,1620,Visual Comm. and Interiors-Undergraduate,1620251,التواصل المرئي و التصميم 1,INTERACTIVE DESIGN I
16,Architecture,1620,Visual Comm. and Interiors-Undergraduate,1620312,الرسومات التوضيحيه و التصميم 2,ILLUSTRATION DESIGN II
16,Architecture,1620,Visual Comm. and Interiors-Undergraduate,1620321,تاريخ التصميم المرئي,HISTORY OF COMMUNICATION DESIGN
16,Architecture,1620,Visual Comm. and Interiors-Undergraduate,1620332,تصميم و اداره العلامات التجاريه,BRAND DESIGN & MANEAGMENT
16,Architecture,1620,Visual Comm. and Interiors-Undergraduate,1620340,مختبر التصميم 2,DESIGN STUDIO II
16,Architecture,1620,Visual Comm. and Interiors-Undergraduate,1620341,تصميم المعلومات,INFORMATION DESIGN
16,Architecture,1620,Visual Comm. and Interiors-Undergraduate,1620350,التصميم الرقمي 2,DIGITAL DESIGN II
16,Architecture,1620,Visual Comm. and Interiors-Undergraduate,1620351,التواصل المرئي و التصميم 2,INTERACTIVE DESIGN II
16,Architecture,1620,Visual Comm. and Interiors-Undergraduate,1620352,التصميم و التكنولوجيا,DESIGN & TECHNOLOGY
16,Architecture,1620,Visual Comm. and Interiors-Undergraduate,1620440,مختبر التصميم 3,DESIGN STUDIO III
16,Architecture,1620,Visual Comm. and Interiors-Undergraduate,1620441,التصميم الصناعي,PRODUCT DESIGN
16,Architecture,1620,Visual Comm. and Interiors-Undergraduate,1620442,المعايير و الممارسات في التصميم,PROFESSIONAL PRACTICE IN DESIGN
16,Architecture,1620,Visual Comm. and Interiors-Undergraduate,1620451,التواصل المرئي و التصميم,INTERACTIVE DESIGN
16,Architecture,1620,Visual Comm. and Interiors-Undergraduate,1620490,مختبر التصميم 4,DESIGN STUDIO IV- (GRADUATION PROJECT )
16,Architecture,1620,Visual Comm. and Interiors-Undergraduate,1620491,تدريب عملي,INTERNASHIP
16,Architecture,1620,Visual Comm. and Interiors-Undergraduate,1630140,مختبر التصوير المكانى,STUDIO SPATIAL VISUALIZATION
16,Architecture,1620,Visual Comm. and Interiors-Undergraduate,1630160,العامل الانسانى فى مجال التصميم,HUMAN FACTOR
16,Architecture,1620,Visual Comm. and Interiors-Undergraduate,1630161,الاستدامه وبيئه البناء,SUSTAINABILITY AND BUILT ENVIRONMENT
16,Architecture,1620,Visual Comm. and Interiors-Undergraduate,1630221,تاريخ التصميم الداخلي,INTERIOR ARCHITECTURE HISTORY
16,Architecture,1620,Visual Comm. and Interiors-Undergraduate,1630240,مختبر عماره داخليه 1,STUDIO INTERIOR ARCHITECTURE I
16,Architecture,1620,Visual Comm. and Interiors-Undergraduate,1630241,مختبر عماره داخليه 2,STUDIO INTERIOR ARCHITECTURE II
16,Architecture,1620,Visual Comm. and Interiors-Undergraduate,1630250,التصميم بمساعده الحاسوب 1,COMPUTER AIDED DESIGN I
16,Architecture,1620,Visual Comm. and Interiors-Undergraduate,1630260,العامل الانساني المتقدم في مجال التصميم,ADVANCED HUMAN FACTOR
16,Architecture,1620,Visual Comm. and Interiors-Undergraduate,1630311,تصميم اثاث 1,FURNITURE DESIGN I
16,Architecture,1620,Visual Comm. and Interiors-Undergraduate,1630330,البيئه و انظمه البناء 1,ENVIRONMENT & BUILDING SYSTEM I (MECHANICAL)
16,Architecture,1620,Visual Comm. and Interiors-Undergraduate,1630331,طرق ومواد البناء,MATERIALS AND CONSTRUCTION 3
16,Architecture,1620,Visual Comm. and Interiors-Undergraduate,1630332,المواد المتقدمه,ADVANCED MATERIALS
16,Architecture,1620,Visual Comm. and Interiors-Undergraduate,1630340,مختبر عماره داخليه (3),STUDIO INTERIOR ARCHITECTURE 3
16,Architecture,1620,Visual Comm. and Interiors-Undergraduate,1630341,مختبر عماره داخليه (4),STUDIO INTERIOR ARCHITECTURE 4
16,Architecture,1620,Visual Comm. and Interiors-Undergraduate,1630350,التصميم بمساعده الحاسوب 2,COMPUTER AIDED DESIGN 2
16,Architecture,1620,Visual Comm. and Interiors-Undergraduate,1630360,الاستدامه و العماره الداخليه 1,SUSTAINABLE INTERIORS
16,Architecture,1620,Visual Comm. and Interiors-Undergraduate,1630361,العماره الداخليه الخضراء 1,GREEN ARCHITECTURE INTERIORS I
16,Architecture,1620,Visual Comm. and Interiors-Undergraduate,1630362,العماره الداخليه الخضراء 2,GREEN ARCHITECTURAL INTERIORS II
